Angle1,Angle2,Angle3,Angle4,Angle5,Angle6,Angle7,Angle8
-0.32458746532933264,158.20755771572945,173.04301547953955,-5.450761739409918,52.570505863435045,134.34775041166404,179.07973262043626,-0.7126263671563074
-4.673152031168423,155.76873404821825,174.84947011680913,-4.848129180273111,61.8695380498643,131.6213723350958,180.65978567946112,2.2628309963378688
-5.595341233275832,155.44901216617774,175.31075867028125,-4.633253803490099,66.1763862766573,132.7495014729373,180.7687158697528,2.2106395520906914
-6.796730695077578,156.85418937625724,175.2137496932531,-3.8652437944738915,63.9693927660646,131.12526042102556,180.94298488379098,2.0548693571374654
-6.71178680097622,158.07749501317244,175.77744146623525,-3.269828053969478,62.16714738265635,128.7140179675669,180.88228979079497,1.7003401663153308
-4.872104339673431,158.40416964617705,177.01203259602426,-2.193230402133802,60.035812881283164,131.21952925746552,180.91968865800484,1.9120407093516132
-5.256142900916206,159.1256697306465,177.67127525083882,-1.6537647825652986,53.088245490588704,128.64009332658708,180.7257816699565,0.5286691658611271
-2.2857838257152676,158.1240678925323,178.33710097022535,-0.6929881195507184,50.20305819687884,113.81536424998201,181.07235463878413,0.8040257301696839
-2.8584917594091017,157.4243306098856,177.9541648903397,-1.5808978716948259,50.00463577023572,121.32858564990555,179.90539148199767,-0.3920293774559997
-3.7870676387847113,156.526045358134,178.28426249089048,-2.978870635311704,46.935148019132555,111.35858023926174,179.88282320416107,-1.197343539596958
-4.221312814403416,157.77783534320116,178.66893894554997,-3.283872101667631,44.22107771233235,99.22095801504909,180.02186803984412,-2.4621758073782076
-2.6408432019247963,159.80650366343482,178.92247681587583,-1.6567881865075307,43.62954354467496,92.89656194950382,180.27497234166586,-4.090190524762885
2.500761404370852,160.21871406950163,179.52245619258062,0.007017539551787801,42.31922943342545,83.43580304988257,181.06039049989636,-3.119826716799963
11.342887130914661,165.50873554258231,178.22552631284046,1.8028738927840795,51.25126006224615,0.3353428204792774,180.5958441672384,-3.164109511768253
10.674934920279624,167.94379594014416,178.94224598035188,1.7999903229881407,48.12640294768159,-16.906895535848278,181.9239587620131,-1.836229152494951
-24.376103604676324,170.93507397631683,179.41227629592356,0.20254950858547982,49.51381208611661,-21.40724421926087,182.02486695447823,-0.9364893295745746
12.427448099329114,169.12037699942323,180.63632690554255,2.2926870093365297,54.780660076556856,-30.63849926910506,181.34000811318646,-3.9072346213590303
14.771120997740171,171.12640967226034,181.58112370783624,4.40675303365026,51.101775110739325,-38.00113635952792,181.59210010049205,-3.3957151919361652
20.085418244349444,171.42358156809442,181.4430692729541,3.680639248765044,49.05953773739047,-29.131315182248038,181.07588398714964,-4.821713459582134
-21.28142748904369,174.5084662549627,181.44359613758823,4.290195451739939,46.91223213499845,49.94808006565403,179.69511823976018,-5.070353098842809
-26.351684125791646,175.81229684352363,181.22134414326695,4.3270516086703354,45.15526095181448,106.5476728798876,179.62934226269414,-3.061832235707452
-21.511536586160275,175.7685803601076,180.80663663050066,2.286215446769888,48.196179918833984,135.09301303835866,178.69786742135625,-3.8238331335090447
-25.817821140984268,176.8549836291169,180.7398941027807,2.988838409705139,49.443171510098495,122.57307745756151,179.20885982567142,-2.8509769776058635
-29.04050604314705,177.32552654463817,180.70034840036132,3.099413737394217,50.95643159591225,153.54188141956791,179.47541559008204,-2.7937756878814435
32.44734560135532,176.8116169900905,180.2084024103691,2.4720087182786075,53.72119607255072,-76.20247322173388,179.88154557415317,-3.0252376630433884
45.9201899171057,175.797902499545,180.02854371576115,2.2765137084469416,56.20077892602729,-45.37190959601235,179.94617124207616,-3.5719266594946815
40.415713490097225,175.48968418659234,179.96493914488593,1.5735697642819155,53.7659375389485,-35.51141802977736,179.96183951767856,-3.786323946457499
26.05636320619112,175.32085299177572,180.01373042301248,1.3482649183722495,53.6967486060172,-26.82759879622201,179.97700347817621,-4.5227173708776665
32.53616358227261,173.74650950798377,179.98161532379862,1.0926408126183522,57.75889969005006,-54.03475174298982,180.82066805318055,-4.775165938388753
22.218958144782864,173.17344013192482,179.5107947561101,0.27996648467499624,53.587643584757885,-22.56383418946707,181.02714089436859,-5.353517472829629
15.007274199191546,171.1992895036834,178.94315489669086,-0.7064226774748833,49.01366540298705,16.186520890501498,181.34702128930041,-5.270721883407959
15.556937226260025,169.36942415824183,178.59061840976506,-1.0921753646407555,43.25027850606205,82.54417977996935,180.66330908164747,-5.357029018708804
2.5189241519088514,167.14085162546792,177.1308035127319,-3.7902983361411335,46.55536039945181,98.05829898461386,180.15432653139922,-6.348906641416216
-9.230049570021617,167.34494182851114,177.14229441362082,-4.608169600675466,51.87176073118703,124.63577344445761,179.34693822143376,-5.814734499276692
-6.06966991288982,163.89506035226285,177.60999762379763,-5.002573723424226,54.04687772226814,127.8087136627311,179.07291135996437,-5.546045539994264
-12.494651013148095,164.72592761558667,176.60560345601817,-5.010589602295413,57.73337415345248,136.72097400512544,179.47937160348056,-4.192052459043774
-6.3882681676940996,161.95073933034686,176.18393056616256,-4.770003602534834,59.91192934812468,141.79458356774887,179.77290540497066,-2.503983038807877
-6.7193860778218415,159.92918807624358,175.27139349062705,-5.181265489475176,61.67759049333351,138.01935061801066,178.71566277344348,-3.329063637920564
-9.506645919810593,159.0541928291554,174.61494356320424,-5.321296761775603,56.19382698785761,133.54924757243649,179.9361269724293,0.918101460797163
-9.30686074956108,160.08650507335415,174.2539097712803,-4.764341858583419,60.798358577906306,128.3793797591751,179.91573797144633,2.108275474327335
-10.514705925905965,158.01673794097232,175.3762472541644,-2.888681615578254,68.05144614462493,131.09453294193904,180.91672628044097,3.6153072800835604
-5.029507627505794,153.41024938564482,176.5380858350489,-2.5301556093160835,51.14437673160161,128.3409397276486,182.28950626166437,3.0615781085827436
-8.750291237864934,152.35705151413487,177.19540203162958,-2.725636452008273,59.03445419236151,128.77299112308256,182.49397223782583,2.114501364726019
-9.377650606312544,154.9143160147761,176.080781835266,-3.226629752798713,58.59551127017969,130.62648142076458,183.4249941493442,1.975043511013394
-8.390572987367383,155.77851082673936,175.77593404962423,-3.1183534081802744,62.54243957292048,130.75021110586636,183.2957365775683,2.3409390437449598
-5.904229739063892,153.5257779644883,177.5881745114344,-3.0578796911159687,64.42037839097796,135.03219939039826,182.90257111170646,2.325319348695797
-4.795176628393282,156.0330894070727,177.23359789170402,-2.366394768998107,64.14036004379163,136.5041373631378,182.52436405847268,1.9286054137279907
-3.73479772652265,156.76193754441684,177.0085312680435,-2.212230305935268,65.30402610330091,137.51023256283045,182.24959556543863,2.185185937188436
-3.091959122387232,158.2768653673204,177.64292788661953,-1.7226132487954258,55.35544532304084,134.67146392402825,182.64244751597093,2.255980299659096
2.9204076748442875,157.26763025691267,179.01829204236748,-1.2642358397420321,53.19140976729008,135.9631123504905,182.18379668363153,0.3146984344931909
1.4537057490862562,158.4793243251787,179.22537078067162,-1.0269471496240692,55.01171761701428,140.07030003921108,181.80338076023457,-1.4836723712087962
