Angle1,Angle2,Angle3,Angle4,Angle5,Angle6,Angle7,Angle8
68.6320960199203,137.6806483133181,-175.52237275642364,-38.758612164113174,79.62542408901433,135.86040141617744,-177.93619489364028,-35.500592886332136
62.90556221222923,136.2459898702469,-176.04014718801818,-33.65203380326677,81.51843225196825,135.65805482377718,-175.24898422757866,-30.127831155716134
62.7655901263359,136.0363642715723,-175.8989364144273,-32.81474730262171,80.09612266472824,135.53765900267786,185.31562226100348,-29.18003814923327
62.907435642327115,136.17714836044786,-175.76674066639245,-33.07412436100084,79.32372769693127,135.56865182519172,185.1268912246997,-29.44375221164855
62.20806079098289,135.96344024186757,-176.0088881081297,-33.54011830636224,77.63970495872648,135.2415975266994,184.76064831993824,-30.183344708652275
62.7328055365423,135.7922782870581,-175.2423857378682,-33.38381390793061,78.4770353805995,135.43489426891986,184.2531468778824,-30.68314024476433
62.49108872117366,135.67687673327038,185.4248668699175,-32.4481963741825,78.79763296660467,135.6285917980964,183.44604874028232,-31.398878919838644
63.93128296142066,136.15966407455733,185.42243887066024,-32.7564696269785,79.61207263219767,135.56495258020942,-176.3628802943531,-29.26017821359768
63.15191323097418,135.59286763134975,-174.59559482673285,-32.40689007822751,79.5297817078889,135.44659048629953,-176.58062338057607,-29.978585250750488
63.53771993148143,135.83120099472097,-177.01982214957224,-34.931309969844584,80.1542442676087,135.39419367458285,-176.2865117247228,-30.093804192333213
63.15121437205911,135.61111421925384,-179.51898798669066,-38.83601526007423,80.50681611594634,135.58754758158432,-176.58474293005233,-31.814394985134157
63.54614299073709,136.53906017458712,-181.2101033034445,-41.020355172437945,81.5814641889511,136.04855631815508,-178.1649427623039,-34.387492629915904
63.58222946306446,136.5066651889073,-181.32241594968082,-41.21679347800945,81.21009839929671,135.86021812082234,-178.41455116436921,-34.88076436499174
62.378992274395166,137.48566959323722,-180.17659732756,-40.871005618059264,80.5503272344056,135.54137896412533,-178.19700722773328,-34.655672436971265
61.1681867780112,136.0809445192313,-179.36553214979634,-42.47716578158871,76.4821473706639,133.1242020603773,-177.26318338169747,-39.277511176491934
59.739221752078045,134.7636836508566,-180.60434096444672,-46.977869034149414,70.50120446088,130.97269334931983,-181.1265374165649,-45.7872789793025
63.54359330212379,134.62389476671336,-180.56304919435902,-51.64051735297409,71.41221883777874,129.29757719292664,-180.66517978420197,-47.85267179320892
62.917496066330074,133.4751765725014,-181.0378972107323,-53.37908601139432,73.64502630819334,128.76805229378655,-182.12895724589458,-47.88107339408189
71.25091626880916,137.34192941527357,-182.64700324336323,-55.83915826030179,82.62279551265765,132.23324919558922,-185.26547997832222,-53.350347881203504
72.05062903745971,136.59938362131962,-186.76435546616833,-60.76823928887746,81.86031546595603,131.17348651334245,-190.04479842800413,-60.01169996930089
76.94289119918183,136.66472519938327,-187.64934787941303,-62.53686358132298,83.87015684113314,132.0391480276582,-192.94912989217033,-65.59948762303226
79.83950851303791,139.23061047491055,-193.75678967816646,-68.56667169834228,90.15058874430885,132.7486792163863,-200.4627787612158,-76.48411011029823
80.02854782322748,136.14008520409698,-196.84936832314145,-73.06482932580779,84.69794900258424,131.70854060984988,-202.9898300590914,-80.42684543708297
66.16289040032994,133.70032317159973,-205.6660376711942,-85.77056361326832,71.95264312666161,132.6785187395506,-209.19350690977316,-88.87388618574572
55.659927791129554,144.72266341778436,-223.0674508099165,-99.288760262407,66.5772591991701,145.93300994248008,-226.73570329744345,-97.41910293387132
55.1673379236241,145.81521507545233,-225.85106195202795,-102.00369732738758,65.50388901673412,147.2067341737182,-228.983976976719,-99.0384300397001
54.3495595283197,148.3115964477144,-229.8039720190658,-107.92496350777735,65.74561079115671,149.55669385192041,-232.54431691550212,-107.99832084867062
51.734284149102514,150.36082137840017,-232.03727891510266,-116.07490574875864,61.75608920053052,152.95659812070983,-235.10644302872262,-117.39290418805771
51.72114139149086,151.43307472047334,-234.2645730458053,-121.57660253007347,60.906093604508065,153.80036110646475,-237.6892375661435,-120.43528396320919
